pango_lineage	nextstrain_clade
B.12	19A
B.13	19A
B.15	19A
B.18	19A
B.19	19A
B.20	19A
B.23	19A
B.26	19A
B.27	19A
B.28	19A
B.29	19A
B.3	19A
B.3.1	19A
B.30	19A
B.31	19A
B.32	19A
B.33	19A
B.34	19A
B.35	19A
B.36	19A
B.37	19A
B.38	19A
B.39	19A
B.4	19A
B.4.1	19A
B.4.2	19A
B.4.4	19A
B.4.5	19A
B.4.6	19A
B.4.7	19A
B.4.8	19A
B.40	19A
B.41	19A
B.42	19A
B.43	19A
B.44	19A
B.45	19A
B.46	19A
B.47	19A
B.49	19A
B.5	19A
B.50	19A
B.51	19A
B.52	19A
B.53	19A
B.55	19A
B.56	19A
B.57	19A
B.58	19A
B.6	19A
B.6.1	19A
B.6.2	19A
B.6.3	19A
B.6.4	19A
B.6.5	19A
B.6.6	19A
B.6.8	19A
B.60	19A
B.61	19A
BA.1	21K
BA.1.1	21K
BA.1.1.1	21K
BA.1.1.10	21K
BA.1.1.11	21K
BA.1.1.12	21K
BA.1.1.13	21K
BA.1.1.14	21K
BA.1.1.15	21K
BA.1.1.16	21K
BA.1.1.17	21K
BA.1.1.18	21K
BA.1.1.2	21K
BA.1.1.3	21K
BA.1.1.4	21K
BA.1.1.5	21K
BA.1.1.6	21K
BA.1.1.7	21K
BA.1.1.8	21K
BA.1.1.9	21K
BA.1.10	21K
BA.1.12	21K
BA.1.13	21K
BA.1.13.1	21K
BA.1.14	21K
BA.1.14.1	21K
BA.1.14.2	21K
BA.1.15	21K
BA.1.15.1	21K
BA.1.15.2	21K
BA.1.15.3	21K
BA.1.16	21K
BA.1.16.1	21K
BA.1.16.2	21K
BA.1.17	21K
BA.1.17.1	21K
BA.1.17.2	21K
BA.1.18	21K
BA.1.19	21K
BA.1.2	21K
BA.1.20	21K
BA.1.21	21K
BA.1.21.1	21K
BA.1.22	21K
BA.1.23	21K
BA.1.24	21K
BA.1.3	21K
BA.1.4	21K
BA.1.5	21K
BA.1.6	21K
BA.1.7	21K
BA.1.8	21K
BA.1.9	21K
BA.2	21L
BA.2.1	21L
BA.2.10	21L
BA.2.10.1	21L
BA.2.10.2	21L
BA.2.10.3	21L
BA.2.10.4	21L
BA.2.11	21L
BA.2.12	21L
BA.2.12.1	22C
BA.2.12.2	21L
BA.2.13	21L
BA.2.13.1	21L
BA.2.14	21L
BA.2.15	21L
BA.2.16	21L
BA.2.17	21L
BA.2.18	21L
BA.2.19	21L
BA.2.2	21L
BA.2.2.1	21L
BA.2.20	21L
BA.2.21	21L
BA.2.22	21L
BA.2.23	21L
BA.2.23.1	21L
BA.2.24	21L
BA.2.25	21L
BA.2.25.1	21L
BA.2.26	21L
BA.2.27	21L
BA.2.28	21L
BA.2.29	21L
BA.2.3	21L
BA.2.3.1	21L
BA.2.3.10	21L
BA.2.3.11	21L
BA.2.3.12	21L
BA.2.3.13	21L
BA.2.3.14	21L
BA.2.3.15	21L
BA.2.3.16	21L
BA.2.3.17	21L
BA.2.3.18	21L
BA.2.3.19	21L
BA.2.3.2	21L
BA.2.3.20	21L
BA.2.3.21	21L
BA.2.3.22	21L
BA.2.3.4	21L
BA.2.3.5	21L
BA.2.3.6	21L
BA.2.3.7	21L
BA.2.3.8	21L
BA.2.3.9	21L
BA.2.30	21L
BA.2.31	21L
BA.2.31.1	21L
BA.2.32	21L
BA.2.33	21L
BA.2.34	21L
BA.2.35	21L
BA.2.36	21L
BA.2.37	21L
BA.2.38	21L
BA.2.38.1	21L
BA.2.38.2	21L
BA.2.38.3	21L
BA.2.38.4	21L
BA.2.39	21L
BA.2.4	21L
BA.2.40	21L
BA.2.40.1	21L
BA.2.41	21L
BA.2.42	21L
BA.2.43	21L
BA.2.44	21L
BA.2.45	21L
BA.2.46	21L
BA.2.47	21L
BA.2.48	21L
BA.2.49	21L
BA.2.5	21L
BA.2.50	21L
BA.2.51	21L
BA.2.52	21L
BA.2.53	21L
BA.2.54	21L
BA.2.55	21L
BA.2.56	21L
BA.2.56.1	21L
BA.2.57	21L
BA.2.58	21L
BA.2.59	21L
BA.2.6	21L
BA.2.60	21L
BA.2.61	21L
BA.2.62	21L
BA.2.63	21L
BA.2.64	21L
BA.2.65	21L
BA.2.66	21L
BA.2.67	21L
BA.2.68	21L
BA.2.69	21L
BA.2.7	21L
BA.2.70	21L
BA.2.71	21L
BA.2.72	21L
BA.2.73	21L
BA.2.74	21L
BA.2.75	22D
BA.2.75.1	22D
BA.2.75.10	22D
BA.2.75.2	22D
BA.2.75.3	22D
BA.2.75.4	22D
BA.2.75.5	22D
BA.2.75.6	22D
BA.2.75.7	22D
BA.2.75.8	22D
BA.2.75.9	22D
BA.2.76	21L
BA.2.76.1	21L
BA.2.76.2	21L
BA.2.77	21L
BA.2.78	21L
BA.2.79	21L
BA.2.79.1	21L
BA.2.8	21L
BA.2.80	21L
BA.2.81	21L
BA.2.82	21L
BA.2.83	21L
BA.2.85	21L
BA.2.86	23I
BA.2.86.1	23I
BA.2.86.2	23I
BA.2.86.3	23I
BA.2.86.4	23I
BA.2.86.5	23I
BA.2.86.6	23I
BA.2.86.7	23I
BA.2.87	21L
BA.2.87.1	21L
BA.2.9	21L
BA.2.9.1	21L
BA.2.9.2	21L
BA.2.9.3	21L
BA.2.9.4	21L
BA.2.9.5	21L
BA.2.9.6	21L
BA.2.9.7	21L
BA.3	21M
BA.3.1	21M
BA.3.2.1	21M
BA.3.2.2	21M
BA.4	22A
BA.4.1	22A
BA.4.1.1	22A
BA.4.1.10	22A
BA.4.1.11	22A
BA.4.1.2	22A
BA.4.1.3	22A
BA.4.1.4	22A
BA.4.1.5	22A
BA.4.1.6	22A
BA.4.1.7	22A
BA.4.1.8	22A
BA.4.1.9	22A
BA.4.2	22A
BA.4.3	22A
BA.4.4	22A
BA.4.5	22A
BA.4.6	22A
BA.4.6.1	22A
BA.4.6.2	22A
BA.4.6.3	22A
BA.4.6.4	22A
BA.4.6.5	22A
BA.4.7	22A
BA.4.8	22A
BA.5	22B
BA.5.1	22B
BA.5.1.1	22B
BA.5.1.10	22B
BA.5.1.11	22B
BA.5.1.12	22B
BA.5.1.14	22B
BA.5.1.15	22B
BA.5.1.16	22B
BA.5.1.17	22B
BA.5.1.18	22B
BA.5.1.19	22B
BA.5.1.2	22B
BA.5.1.20	22B
BA.5.1.21	22B
BA.5.1.22	22B
BA.5.1.23	22B
BA.5.1.24	22B
BA.5.1.25	22B
BA.5.1.26	22B
BA.5.1.27	22B
BA.5.1.28	22B
BA.5.1.29	22B
BA.5.1.3	22B
BA.5.1.30	22B
BA.5.1.31	22B
BA.5.1.32	22B
BA.5.1.33	22B
BA.5.1.34	22B
BA.5.1.35	22B
BA.5.1.36	22B
BA.5.1.37	22B
BA.5.1.38	22B
BA.5.1.4	22B
BA.5.1.5	22B
BA.5.1.6	22B
BA.5.1.7	22B
BA.5.1.8	22B
BA.5.1.9	22B
BA.5.10	22B
BA.5.10.1	22B
BA.5.11	22B
BA.5.12	22B
BA.5.2	22B
BA.5.2.1	22B
BA.5.2.10	22B
BA.5.2.11	22B
BA.5.2.12	22B
BA.5.2.13	22B
BA.5.2.14	22B
BA.5.2.16	22B
BA.5.2.18	22B
BA.5.2.19	22B
BA.5.2.2	22B
BA.5.2.20	22B
BA.5.2.21	22B
BA.5.2.22	22B
BA.5.2.23	22B
BA.5.2.24	22B
BA.5.2.25	22B
BA.5.2.26	22B
BA.5.2.27	22B
BA.5.2.28	22B
BA.5.2.29	22B
BA.5.2.3	22B
BA.5.2.30	22B
BA.5.2.31	22B
BA.5.2.32	22B
BA.5.2.33	22B
BA.5.2.34	22B
BA.5.2.35	22B
BA.5.2.36	22B
BA.5.2.37	22B
BA.5.2.38	22B
BA.5.2.39	22B
BA.5.2.4	22B
BA.5.2.40	22B
BA.5.2.41	22B
BA.5.2.42	22B
BA.5.2.43	22B
BA.5.2.44	22B
BA.5.2.45	22B
BA.5.2.46	22B
BA.5.2.47	22B
BA.5.2.48	22B
BA.5.2.49	22B
BA.5.2.5	22B
BA.5.2.50	22B
BA.5.2.51	22B
BA.5.2.52	22B
BA.5.2.53	22B
BA.5.2.54	22B
BA.5.2.55	22B
BA.5.2.56	22B
BA.5.2.57	22B
BA.5.2.58	22B
BA.5.2.59	22B
BA.5.2.6	22B
BA.5.2.60	22B
BA.5.2.61	22B
BA.5.2.62	22B
BA.5.2.63	22B
BA.5.2.7	22B
BA.5.2.8	22B
BA.5.2.9	22B
BA.5.3	22B
BA.5.3.1	22B
BA.5.3.2	22B
BA.5.3.3	22B
BA.5.3.4	22B
BA.5.3.5	22B
BA.5.5	22B
BA.5.5.1	22B
BA.5.5.2	22B
BA.5.5.3	22B
BA.5.6	22B
BA.5.6.1	22B
BA.5.6.2	22B
BA.5.6.3	22B
BA.5.6.4	22B
BA.5.7	22B
BA.5.8	22B
BA.5.9	22B
BB.2	21H
BC.1	21K
BC.2	21K
BD.1	21K
BE.1	22B
BE.1.1	22B
BE.1.1.1	22B
BE.1.1.2	22B
BE.1.2	22B
BE.1.2.1	22B
BE.1.3	22B
BE.1.4	22B
BE.1.4.1	22B
BE.1.4.2	22B
BE.1.4.3	22B
BE.1.4.4	22B
BE.10	22B
BE.11	22B
BE.12	22B
BE.13	22B
BE.2	22B
BE.3	22B
BE.4	22B
BE.4.1	22B
BE.4.1.1	22B
BE.4.2	22B
BE.5	22B
BE.6	22B
BE.7	22B
BE.8	22B
BE.9	22B
BF.1	22B
BF.1.1	22B
BF.10	22B
BF.10.1	22B
BF.11	22B
BF.11.1	22B
BF.11.2	22B
BF.11.3	22B
BF.11.4	22B
BF.11.5	22B
BF.12	22B
BF.13	22B
BF.14	22B
BF.15	22B
BF.16	22B
BF.17	22B
BF.18	22B
BF.19	22B
BF.2	22B
BF.20	22B
BF.21	22B
BF.22	22B
BF.23	22B
BF.24	22B
BF.25	22B
BF.26	22B
BF.27	22B
BF.28	22B
BF.29	22B
BF.3	22B
BF.3.1	22B
BF.30	22B
BF.31	22B
BF.31.1	22B
BF.32	22B
BF.33	22B
BF.34	22B
BF.35	22B
BF.36	22B
BF.37	22B
BF.38	22B
BF.38.1	22B
BF.38.2	22B
BF.38.3	22B
BF.39	22B
BF.39.1	22B
BF.4	22B
BF.40	22B
BF.41	22B
BF.41.1	22B
BF.42	22B
BF.5	22B
BF.5.1	22B
BF.5.2	22B
BF.5.3	22B
BF.5.4	22B
BF.5.5	22B
BF.6	22B
BF.7	22B
BF.7.1	22B
BF.7.10	22B
BF.7.11	22B
BF.7.12	22B
BF.7.13	22B
BF.7.13.1	22B
BF.7.13.2	22B
BF.7.14	22B
BF.7.14.1	22B
BF.7.14.2	22B
BF.7.14.3	22B
BF.7.14.4	22B
BF.7.14.5	22B
BF.7.14.6	22B
BF.7.14.7	22B
BF.7.15	22B
BF.7.16	22B
BF.7.16.1	22B
BF.7.17	22B
BF.7.18	22B
BF.7.19	22B
BF.7.19.1	22B
BF.7.2	22B
BF.7.20	22B
BF.7.21	22B
BF.7.22	22B
BF.7.23	22B
BF.7.24	22B
BF.7.26	22B
BF.7.27	22B
BF.7.3	22B
BF.7.4	22B
BF.7.4.1	22B
BF.7.4.2	22B
BF.7.4.3	22B
BF.7.5	22B
BF.7.5.1	22B
BF.7.6	22B
BF.7.7	22B
BF.7.8	22B
BF.7.9	22B
BF.8	22B
BF.9	22B
BG.1	22C
BG.2	22C
BG.3	22C
BG.4	22C
BG.5	22C
BG.6	22C
BG.7	22C
BH.1	21L
BJ.1	21L
BK.1	22B
BL.1	22D
BL.1.1	22D
BL.1.2	22D
BL.1.3	22D
BL.1.4	22D
BL.1.5	22D
BL.2	22D
BL.2.1	22D
BL.3	22D
BL.4	22D
BL.5	22D
BL.6	22D
BM.1	22D
BM.1.1	22D
BM.1.1.1	22D
BM.1.1.2	22D
BM.1.1.3	22D
BM.1.1.4	22D
BM.1.1.5	22D
BM.2	22D
BM.2.1	22D
BM.2.2	22D
BM.2.3	22D
BM.3	22D
BM.4	22D
BM.4.1	22D
BM.4.1.1	22D
BM.5	22D
BM.6	22D
BN.1	22D
BN.1.1	22D
BN.1.1.1	22D
BN.1.10	22D
BN.1.11	22D
BN.1.2	22D
BN.1.2.1	22D
BN.1.2.2	22D
BN.1.2.3	22D
BN.1.2.4	22D
BN.1.2.5	22D
BN.1.2.6	22D
BN.1.2.7	22D
BN.1.2.8	22D
BN.1.3	22D
BN.1.3.1	22D
BN.1.3.10	22D
BN.1.3.11	22D
BN.1.3.12	22D
BN.1.3.13	22D
BN.1.3.2	22D
BN.1.3.3	22D
BN.1.3.4	22D
BN.1.3.5	22D
BN.1.3.6	22D
BN.1.3.7	22D
BN.1.3.8	22D
BN.1.3.9	22D
BN.1.4	22D
BN.1.4.1	22D
BN.1.4.2	22D
BN.1.4.3	22D
BN.1.4.4	22D
BN.1.4.5	22D
BN.1.5	22D
BN.1.5.1	22D
BN.1.5.2	22D
BN.1.6	22D
BN.1.7	22D
BN.1.8	22D
BN.1.9	22D
BN.2	22D
BN.2.1	22D
BN.3	22D
BN.3.1	22D
BN.4	22D
BN.5	22D
BN.6	22D
BP.1	21L
BQ.1	22E
BQ.1.1	22E
BQ.1.1.1	22E
BQ.1.1.10	22E
BQ.1.1.11	22E
BQ.1.1.12	22E
BQ.1.1.13	22E
BQ.1.1.14	22E
BQ.1.1.15	22E
BQ.1.1.16	22E
BQ.1.1.17	22E
BQ.1.1.18	22E
BQ.1.1.19	22E
BQ.1.1.2	22E
BQ.1.1.20	22E
BQ.1.1.21	22E
BQ.1.1.22	22E
BQ.1.1.23	22E
BQ.1.1.24	22E
BQ.1.1.25	22E
BQ.1.1.26	22E
BQ.1.1.27	22E
BQ.1.1.28	22E
BQ.1.1.29	22E
BQ.1.1.3	22E
BQ.1.1.30	22E
BQ.1.1.31	22E
BQ.1.1.32	22E
BQ.1.1.34	22E
BQ.1.1.35	22E
BQ.1.1.36	22E
BQ.1.1.37	22E
BQ.1.1.38	22E
BQ.1.1.39	22E
BQ.1.1.4	22E
BQ.1.1.40	22E
BQ.1.1.41	22E
BQ.1.1.42	22E
BQ.1.1.43	22E
BQ.1.1.44	22E
BQ.1.1.45	22E
BQ.1.1.46	22E
BQ.1.1.47	22E
BQ.1.1.48	22E
BQ.1.1.49	22E
BQ.1.1.5	22E
BQ.1.1.50	22E
BQ.1.1.51	22E
BQ.1.1.52	22E
BQ.1.1.53	22E
BQ.1.1.54	22E
BQ.1.1.55	22E
BQ.1.1.56	22E
BQ.1.1.57	22E
BQ.1.1.58	22E
BQ.1.1.59	22E
BQ.1.1.6	22E
BQ.1.1.60	22E
BQ.1.1.61	22E
BQ.1.1.62	22E
BQ.1.1.63	22E
BQ.1.1.64	22E
BQ.1.1.65	22E
BQ.1.1.66	22E
BQ.1.1.67	22E
BQ.1.1.68	22E
BQ.1.1.69	22E
BQ.1.1.7	22E
BQ.1.1.70	22E
BQ.1.1.71	22E
BQ.1.1.72	22E
BQ.1.1.73	22E
BQ.1.1.74	22E
BQ.1.1.75	22E
BQ.1.1.76	22E
BQ.1.1.77	22E
BQ.1.1.78	22E
BQ.1.1.79	22E
BQ.1.1.8	22E
BQ.1.1.9	22E
BQ.1.10	22E
BQ.1.10.1	22E
BQ.1.10.2	22E
BQ.1.10.3	22E
BQ.1.11	22E
BQ.1.11.1	22E
BQ.1.12	22E
BQ.1.13	22E
BQ.1.13.1	22E
BQ.1.14	22E
BQ.1.15	22E
BQ.1.15.1	22E
BQ.1.15.2	22E
BQ.1.16	22E
BQ.1.17	22E
BQ.1.18	22E
BQ.1.19	22E
BQ.1.2	22E
BQ.1.2.1	22E
BQ.1.2.2	22E
BQ.1.2.3	22E
BQ.1.20	22E
BQ.1.21	22E
BQ.1.22	22E
BQ.1.23	22E
BQ.1.24	22E
BQ.1.25	22E
BQ.1.25.1	22E
BQ.1.26	22E
BQ.1.26.1	22E
BQ.1.26.2	22E
BQ.1.27	22E
BQ.1.28	22E
BQ.1.29	22E
BQ.1.3	22E
BQ.1.3.1	22E
BQ.1.3.2	22E
BQ.1.30	22E
BQ.1.31	22E
BQ.1.32	22E
BQ.1.33	22E
BQ.1.4	22E
BQ.1.5	22E
BQ.1.6	22E
BQ.1.7	22E
BQ.1.8	22E
BQ.1.8.1	22E
BQ.1.8.2	22E
BQ.1.9	22E
BQ.2	22B
BR.1	22D
BR.1.1	22D
BR.1.2	22D
BR.2	22D
BR.2.1	22D
BR.3	22D
BR.4	22D
BR.5	22D
BR.5.1	22D
BS.1	21L
BS.1.1	21L
BS.1.2	21L
BT.1	22B
BT.2	22B
BU.1	22B
BU.2	22B
BU.3	22B
BV.1	22B
BV.2	22B
BW.1	22B
BW.1.1	22B
BW.1.1.1	22B
BW.1.1.2	22B
BW.1.2	22B
BY.1	22D
BY.1.1	22D
BY.1.1.1	22D
BY.1.2	22D
BY.1.2.1	22D
BZ.1	22B
BZ.2	22B
C.1	20D
C.1.1	20D
C.1.2	20D
C.10	20D
C.11	20D
C.12	20D
C.13	20D
C.14	20D
C.16	20D
C.17	20D
C.18	20D
C.19	20D
C.2	20D
C.2.1	20D
C.20	20D
C.21	20D
C.22	20D
C.23	20D
C.25	20D
C.26	20D
C.27	20D
C.28	20D
C.29	20D
C.3	20D
C.30	20D
C.30.1	20D
C.31	20D
C.32	20D
C.33	20D
C.34	20D
C.35	20D
C.36	20D
C.36.1	20D
C.36.2	20D
C.36.3	20D
C.36.3.1	20D
C.37	21G
C.37.1	21G
C.38	20D
C.39	20D
C.4	20D
C.40	20D
C.5	20D
C.6	20D
C.7	20D
C.8	20D
C.9	20D
CA.1	22D
CA.2	22D
CA.3	22D
CA.3.1	22D
CA.4	22D
CA.5	22D
CA.6	22D
CA.7	22D
CB.1	22D
CC.1	22B
CD.1	22B
CD.2	22B
CE.1	22B
CF.1	22B
CG.1	22B
CH.1	22D
CH.1.1	23C
CH.1.1.1	23C
CH.1.1.10	23C
CH.1.1.11	23C
CH.1.1.12	23C
CH.1.1.13	23C
CH.1.1.14	23C
CH.1.1.15	23C
CH.1.1.16	23C
CH.1.1.17	23C
CH.1.1.18	23C
CH.1.1.19	23C
CH.1.1.2	23C
CH.1.1.20	23C
CH.1.1.21	23C
CH.1.1.22	23C
CH.1.1.23	23C
CH.1.1.24	23C
CH.1.1.25	23C
CH.1.1.26	23C
CH.1.1.27	23C
CH.1.1.28	23C
CH.1.1.29	23C
CH.1.1.3	23C
CH.1.1.30	23C
CH.1.1.31	23C
CH.1.1.32	23C
CH.1.1.4	23C
CH.1.1.5	23C
CH.1.1.6	23C
CH.1.1.7	23C
CH.1.1.8	23C
CH.1.1.9	23C
CH.2	22D
CH.3	22D
CH.3.1	22D
CJ.1	22D
CJ.1.1	22D
CJ.1.2	22D
CJ.1.3	22D
CJ.1.3.1	22D
CJ.1.3.2	22D
CK.1	22B
CK.1.1	22B
CK.1.1.1	22B
CK.1.1.2	22B
CK.1.2	22B
CK.1.3	22B
CK.1.4	22B
CK.1.5	22B
CK.2	22B
CK.2.1	22B
CK.2.1.1	22B
CK.3	22B
CL.1	22B
CL.1.1	22B
CL.1.2	22B
CL.1.3	22B
CM.1	21L
CM.10	21L
CM.11	21L
CM.12	21L
CM.2	21L
CM.2.1	21L
CM.3	21L
CM.4	21L
CM.4.1	21L
CM.5	21L
CM.5.1	21L
CM.5.2	21L
CM.6	21L
CM.6.1	21L
CM.7	21L
CM.7.1	21L
CM.7.1.1	21L
CM.8	21L
CM.8.1	21L
CM.8.1.1	21L
CM.8.1.2	21L
CM.8.1.3	21L
CM.8.1.4	21L
CM.8.1.5	21L
CM.9	21L
CN.1	22B
CN.2	22B
CP.1	22B
CP.1.1	22B
CP.1.2	22B
CP.1.3	22B
CP.2	22B
CP.3	22B
CP.4	22B
CP.5	22B
CP.6	22B
CP.7	22B
CP.8	22B
CP.8.1	22B
CQ.1	22B
CQ.1.1	22B
CQ.2	22B
CR.1	22B
CR.1.1	22B
CR.1.2	22B
CR.1.3	22B
CR.2	22B
CS.1	22A
CT.1	22B
CU.1	22B
CV.1	22D
CV.2	22D
CW.1	22E
CY.1	22B
CY.2	22B
CZ.1	22E
CZ.2	22E
D.2	20F
D.3	20B
D.4	20B
D.5	20B
DA.1	22B
DB.1	22B
DB.2	22B
DB.3	22B
DC.1	22A
DD.1	21L
DE.1	22B
DE.2	22B
DF.1	22B
DF.1.1	22B
DG.1	22B
DH.1	22B
DJ.1	22B
DJ.1.1	22B
DJ.1.1.1	22B
DJ.1.2	22B
DJ.1.3	22B
DK.1	22E
DL.1	22B
DM.1	22E
DN.1	22E
DN.1.1	22E
DN.1.1.1	22E
DN.1.1.2	22E
DN.1.1.3	22E
DN.1.1.4	22E
DN.2	22E
DN.3	22E
DN.3.1	22E
DP.1	22E
DQ.1	22B
DR.1	22E
DR.2	22E
DS.1	22D
DS.2	22D
DS.3	22D
DT.1	22E
DT.2	22E
DT.3	22E
DU.1	22E
DV.1	23C
DV.1.1	23C
DV.2	23C
DV.3	23C
DV.3.1	23C
DV.4	23C
DV.5	23C
DV.6	23C
DV.6.1	23C
DV.6.2	23C
DV.7	23C
DV.7.1	23C
DV.7.1.1	23C
DV.7.1.2	23C
DV.7.1.3	23C
DV.7.1.4	23C
DV.7.1.5	23C
DV.7.1.6	23C
DV.7.1.7	23C
DV.7.1.8	23C
DV.7.1.9	23C
DV.7.2	23C
DV.8	23C
DW.1	22B
DY.1	22B
DY.1.1	22B
DY.2	22B
DY.3	22B
DY.4	22B
DZ.1	22B
DZ.2	22B
EA.1	22E
EA.2	22E
EB.1	22B
EC.1	22E
EC.1.1	22E
ED.1	22E
ED.2	22E
ED.3	22E
EE.1	22E
EE.2	22E
EE.3	22E
EE.4	22E
EE.5	22E
EF.1	22E
EF.1.1	22E
EF.1.1.1	22E
EF.1.2	22E
EF.1.3	22E
EF.2	22E
EF.3	22E
EG.1	23D
EG.1.1	23D
EG.1.2	23D
EG.1.3	23D
EG.1.4	23D
EG.1.4.1	23D
EG.1.5	23D
EG.1.6	23D
EG.1.7	23D
EG.1.8	23D
EG.10	23D
EG.10.1	23D
EG.10.1.1	23D
EG.11	23D
EG.12	23D
EG.13	23D
EG.14	23D
EG.2	23D
EG.2.1	23D
EG.2.2	23D
EG.2.3	23D
EG.2.4	23D
EG.2.5	23D
EG.3	23D
EG.4	23D
EG.4.1	23D
EG.4.2	23D
EG.4.3	23D
EG.4.4	23D
EG.4.5	23D
EG.5	23D
EG.5.1	23F
EG.5.1.1	23F
EG.5.1.10	23F
EG.5.1.11	23F
EG.5.1.12	23F
EG.5.1.13	23F
EG.5.1.14	23F
EG.5.1.15	23F
EG.5.1.16	23F
EG.5.1.17	23F
EG.5.1.18	23F
EG.5.1.19	23F
EG.5.1.2	23F
EG.5.1.3	23F
EG.5.1.4	23F
EG.5.1.5	23F
EG.5.1.6	23F
EG.5.1.7	23F
EG.5.1.8	23F
EG.5.1.9	23F
EG.5.2	23D
EG.5.2.1	23D
EG.5.2.2	23D
EG.5.2.3	23D
EG.5.2.4	23D
EG.6	23D
EG.6.1	23D
EG.6.1.1	23D
EG.6.1.2	23D
EG.7	23D
EG.8	23D
EG.9	23D
EG.9.1	23D
EH.1	22E
EJ.1	22D
EJ.2	22D
EJ.3	22D
EK.1	23A
EK.2	23A
EK.2.1	23A
EK.3	23A
EK.4	23A
EL.1	23A
EM.1	23A
EN.1	22E
EN.1.1	22E
EP.1	22D
EP.1.1	22D
EP.1.1.1	22D
EP.2	22D
EQ.1	22B
ER.1	22E
ER.1.1	22E
ES.1	22E
ET.1	22E
EU.1	23A
EU.1.1	23A
EU.1.1.1	23A
EU.1.1.2	23A
EU.1.1.3	23A
EV.1	22E
EW.1	22E
EW.2	22E
EW.3	22E
EY.1	22E
EZ.1	22E
FA.1	22E
FA.2	22E
FB.1	22E
FB.2	22E
FC.1	22E
FD.1	23A
FD.1.1	23A
FD.2	23A
FD.2.1	23A
FD.3	23A
FD.4	23A
FD.4.1	23A
FD.5	23A
FD.5.1	23A
FE.1	22F
FE.1.1	22F
FE.1.1.1	22F
FE.1.1.2	22F
FE.1.1.3	22F
FE.1.1.4	22F
FE.1.1.5	22F
FE.1.2	22F
FF.1	22E
FG.1	23A
FG.2	23A
FG.3	23A
FH.1	23A
FJ.1	23C
FK.1	23C
FK.1.1	23C
FK.1.1.1	23C
FK.1.1.2	23C
FK.1.2	23C
FK.1.2.1	23C
FK.1.2.2	23C
FK.1.3	23C
FK.1.3.1	23C
FK.1.3.2	23C
FK.1.4	23C
FK.1.4.1	23C
FK.1.5	23C
FL.1	23D
FL.1.1	23D
FL.1.1.1	23D
FL.1.2	23D
FL.1.3	23D
FL.1.4	23D
FL.1.5	23D
FL.1.5.1	23D
FL.1.5.2	23D
FL.1.6	23D
FL.1.7	23D
FL.1.8	23D
FL.10	23D
FL.10.1	23D
FL.10.2	23D
FL.10.3	23D
FL.11	23D
FL.12	23D
FL.13	23D
FL.13.1	23D
FL.13.2	23D
FL.13.2.1	23D
FL.13.3	23D
FL.13.3.1	23D
FL.13.4	23D
FL.13.4.1	23D
FL.13.5	23D
FL.14	23D
FL.15	23D
FL.15.1	23D
FL.15.1.1	23D
FL.15.2	23D
FL.15.3	23D
FL.15.4	23D
FL.16	23D
FL.17	23D
FL.17.1	23D
FL.17.2	23D
FL.18	23D
FL.18.1	23D
FL.18.1.1	23D
FL.19	23D
FL.19.1	23D
FL.2	23D
FL.2.1	23D
FL.2.2	23D
FL.2.2.1	23D
FL.2.3	23D
FL.2.3.1	23D
FL.2.4	23D
FL.2.5	23D
FL.2.6	23D
FL.2.7	23D
FL.2.7.1	23D
FL.20	23D
FL.20.1	23D
FL.20.2	23D
FL.21	23D
FL.21.1	23D
FL.21.2	23D
FL.22	23D
FL.23	23D
FL.23.1	23D
FL.23.2	23D
FL.23.2.1	23D
FL.24	23D
FL.24.1	23D
FL.25	23D
FL.26	23D
FL.26.1	23D
FL.27	23D
FL.28	23D
FL.29	23D
FL.3	23D
FL.3.1	23D
FL.3.2	23D
FL.3.3	23D
FL.3.4	23D
FL.30	23D
FL.30.1	23D
FL.31	23D
FL.31.1	23D
FL.32	23D
FL.32.1	23D
FL.33	23D
FL.33.1	23D
FL.34	23D
FL.35	23D
FL.35.1	23D
FL.36	23D
FL.37	23D
FL.38	23D
FL.39	23D
FL.39.1	23D
FL.4	23D
FL.4.1	23D
FL.4.1.1	23D
FL.4.10	23D
FL.4.11	23D
FL.4.2	23D
FL.4.3	23D
FL.4.4	23D
FL.4.5	23D
FL.4.6	23D
FL.4.7	23D
FL.4.8	23D
FL.4.9	23D
FL.40	23D
FL.5	23D
FL.5.1	23D
FL.6	23D
FL.7	23D
FL.8	23D
FL.9	23D
FM.1	22E
FM.2	22E
FN.1	22E
FP.1	22F
FP.2	22F
FP.2.1	22F
FP.2.1.1	22F
FP.2.1.2	22F
FP.3	22F
FP.4	22F
FQ.1	22E
FR.1	22D
FR.1.1	22D
FR.1.2	22D
FR.1.3	22D
FR.1.4	22D
FR.1.5	22D
FR.2	22D
FS.1	23C
FT.1	23A
FT.2	23A
FT.3	23A
FT.3.1	23A
FT.3.1.1	23A
FT.4	23A
FU.1	23B
FU.1.1	23B
FU.1.1.1	23B
FU.2	23B
FU.2.1	23B
FU.3	23B
FU.3.1	23B
FU.4	23B
FU.5	23B
FV.1	21L
FW.1	22F
FW.1.1	22F
FW.1.1.1	22F
FW.2	22F
FW.3	22F
FY.1	22F
FY.1.1	22F
FY.1.2	22F
FY.1.2.1	22F
FY.1.2.2	22F
FY.1.2.3	22F
FY.1.3	22F
FY.1.4	22F
FY.1.4.1	22F
FY.2	22F
FY.2.1	22F
FY.3	22F
FY.3.1	22F
FY.3.2	22F
FY.3.3	22F
FY.4	22F
